房子标题,小区名字,小区地址,相关信息,房价总价/万,每平方价格
满五年，红本，国贸地铁口， 银座金钻， 一房一厅,银座金钻 ,春风路,1室1厅 | 37.53平米 | 东北 | 简装 | 中楼层(共30层) | 2003年建 | 板塔结合,185,49294
学府道大三房，业主换房诚意出售，满五年少量欠款,学府道花园 ,龙岗中心城,3室1厅 | 89.98平米 | 东南 | 简装 | 低楼层(共34层) | 2013年建 | 板塔结合,542,60236
宝龙花园三房一厅 精装修 楼层好 采光好 近地铁,宝龙花园 ,布吉街,3室1厅 | 115.3平米 | 东南 | 精装 | 低楼层(共28层) | 2004年建 | 塔楼,305,26453
横岗信义御城精装3房 看房方便 诚心出售,信义御城豪园 ,横岗,3室2厅 | 88.91平米 | 东北 | 精装 | 高楼层(共33层) | 2013年建 | 板塔结合,448,50389
弘雅二期小三房 业主诚心卖 看房方便,弘雅花园第二期 ,新安,2室2厅 | 78.9平米 | 西南 | 精装 | 高楼层(共8层) | 1993年建 | 塔楼,495,62738
南联地铁口 精装4房2厅 使用率高 诚心出售,满京华喜悦里 ,龙岗双龙,4室2厅 | 89.92平米 | 西北 | 精装 | 低楼层(共32层) | 2014年建 | 塔楼,440,48933
花园中间 安静舒适 朝南  诚心出售  看房方便,泰华阳光海小区 ,碧海,4室2厅 | 100.36平米 | 东南 | 精装 | 低楼层(共25层) | 2008年建 | 板塔结合,950,94660
中海华庭 3室2厅 1170万,中海华庭 ,福田中心,3室2厅 | 106.41平米 | 北 | 精装 | 中楼层(共28层) | 2000年建 | 板塔结合,1170,109953
地铁口精装四房，采光佳，格局方正优越,松河瑞园二期 ,松岗,4室2厅 | 89.91平米 | 东南 | 精装 | 低楼层(共32层) | 2017年建 | 塔楼,590,65622
高品质，酒店式管理，朝南大两房，景观视野开阔,葵花公寓 ,石厦,2室1厅 | 50.06平米 | 南 | 精装 | 中楼层(共35层) | 2008年建 | 板塔结合,720,143828
满五唯一无抵押 少有通透户型 高楼层 通风视野好,恒运豪庭 ,福田中心,3室1厅 | 105.94平米 | 南 | 精装 | 高楼层(共25层) | 2003年建 | 板塔结合,900,84954
地铁物业，大社区花园，实用三房，南向高楼层,益田村 ,石厦,3室1厅 | 88.15平米 | 南 | 简装 | 高楼层(共28层) | 2002年建 | 板塔结合,758,85990
店长推荐 南北朝向 精装修 拎包入住,百仕达花园一期 ,百仕达,3室2厅 | 141.74平米 | 南 | 精装 | 低楼层(共9层) | 1997年建 | 板塔结合,920,64908
安静三房 南北通3+1户型 满五年红本在手 视野无遮挡,梅林一村十二区 ,梅林,3室2厅 | 91.21平米 | 南 北 | 简装 | 低楼层(共31层) | 2003年建 | 板塔结合,735,80584
四海公寓 2室2厅 610万,四海公寓 ,蛇口,2室2厅 | 60.94平米 | 东南 | 简装 | 低楼层(共33层) | 2009年建 | 塔楼,610,100099
大花园社区 通风采光好 户型方正 客厅出阳台朝南,正兆景嘉园 ,公明,3室2厅 | 89.06平米 | 东南 | 精装 | 高楼层(共16层) | 2016年建 | 板塔结合,520,58388
金御半山三期 朝南高层 装修保养好 业主诚心卖,信义金御半山三期 ,布吉关,3室2厅 | 73.92平米 | 东南 | 精装 | 高楼层(共38层) | 2017年建 | 板塔结合,665,89963
朝南看山景，通风采光好，精装修，拎包入住,鸿荣源尚峰 ,布吉石芽岭,4室1厅 | 88.61平米 | 南 | 精装 | 中楼层(共32层) | 2016年建 | 板楼,658,74258
桃源村南向安静2房 业主诚心出售,桃源村一期 ,西丽,2室1厅 | 64.26平米 | 南 | 精装 | 中楼层(共7层) | 1997年建 | 板楼,510,79366
近螺岭  楼层高 视野好 业主诚心出售,京基东方华都 ,螺岭,1室1厅 | 39.09平米 | 东南 | 简装 | 中楼层(共32层) | 2005年建 | 板塔结合,345,88258
科技园北次新小区，大社区花园刚需优选,松坪村东区三期 ,科技园,2室2厅 | 60.36平米 | 东南 | 精装 | 中楼层(共34层) | 2012年建 | 塔楼,600,99404
5字头楼梯房，使用率高 户型通透。,128大院 ,东门,2室1厅 | 69.9平米 | 南 | 简装 | 中楼层(共7层) | 1986年建 | 板塔结合,535,76538
满五唯一，税少，振业天峦，依山三房，环境幽静,振业天峦 ,龙岗宝荷,3室1厅 | 89.27平米 | 东南 | 精装 | 高楼层(共29层) | 2014年建 | 板塔结合,355,39767
首地容御 中楼层两房 户型通透 看小区花园,首地容御 ,华侨城,2室1厅 | 89.73平米 | 北 | 精装 | 中楼层(共30层) | 2011年建 | 板塔结合,950,105874
海陆空轨交通便利之地，准新小区，超大楼间距小区,天福华府 ,西乡,4室2厅 | 125.24平米 | 东南 | 精装 | 高楼层(共25层) | 2016年建 | 塔楼,760,60684
满五年实用3房，楼层佳南北通，客厅出阳台，采光充足,通新岭 ,华强北,3室1厅 | 82.5平米 | 南 | 精装 | 中楼层(共7层) | 1995年建 | 板楼,1098,133091
松岗双地铁 满五唯一 低税率  两室两厅,中海西岸华府北区 ,松岗,2室2厅 | 77.75平米 | 东南 | 精装 | 高楼层(共17层) | 2007年建 | 板塔结合,420,54020
蛇口自贸区，世界湾区，滨海住宅区，欢迎您来,栖游家园 ,蛇口,2室1厅 | 74.35平米 | 西南 | 精装 | 低楼层(共33层) | 2014年建 | 塔楼,820,110290
龙华地铁口  大信花园，满五唯一，通透大三房,大信花园 ,龙华中心,3室1厅 | 96.72平米 | 东南 | 精装 | 中楼层(共8层) | 2005年建 | 板塔结合,480,49628
清林龙城朝南标准三房！采光佳，满五唯一、红本在手,龙岗天健郡城 ,龙岗中心城,3室2厅 | 109.52平米 | 南 | 精装 | 低楼层(共18层) | 2005年建 | 板楼,480,43828
精装修四房，客厅看花园，安静位置，装修好,卓能雅苑 ,龙华新区,4室2厅 | 108.28平米 | 南 | 精装 | 中楼层(共18层) | 2016年建 | 板塔结合,650,60030
益田村方正南向3房，满五唯一，诚心出售！,益田村 ,石厦,3室2厅 | 92.25平米 | 南 | 精装 | 低楼层(共32层) | 2002年建 | 板塔结合,800,86721
中间楼层，精装3房，满2年，业主自住保养佳。,宇宏健康花城 ,布吉石芽岭,3室2厅 | 89.27平米 | 西 | 精装 | 低楼层(共33层) | 2016年建 | 板楼,570,63852
大运新城，龙城华府精装两房，客厅出阳台看花园,龙城华府 ,龙岗中心城,2室2厅 | 62.95平米 | 东南 | 精装 | 高楼层(共18层) | 2007年建 | 板塔结合,312,49564
满五唯一 红本在手 高层视野开阔,集浩花园 ,黄贝岭,4室1厅 | 112.3平米 | 东北 | 精装 | 高楼层(共24层) | 1995年建 | 板塔结合,600,53429
业主急售，中间楼层，西南向，采光好，随时方便看房,彩虹新都 ,福田中心,2室2厅 | 105.52平米 | 西南 | 简装 | 低楼层(共33层) | 1995年建 | 板塔结合,465,44068
安静朝南三房两卫，业主自住，业主诚意出售,阳基新天地 ,丹竹头,3室2厅 | 89.51平米 | 东南 | 精装 | 低楼层(共24层) | 2013年建 | 塔楼,320,35751
桃源峰景园满二年精装修高层电梯三房,桃源居六区 ,桃源居,3室2厅 | 84.22平米 | 西南 | 精装 | 中楼层(共18层) | 2011年建 | 板塔结合,588,69818
精装大三房，满五年，近地铁，看房方便，诚意出售,信义假日名城六期溢芳园 ,布吉关,3室2厅 | 99.78平米 | 东 | 精装 | 低楼层(共24层) | 2008年建 | 塔楼,460,46102
骏景华庭 3室1厅 480万,骏景华庭 ,民治,3室1厅 | 73.93平米 | 南 | 精装 | 低楼层(共17层) | 2007年建 | 板塔结合,480,64927
业主诚心出售 高层看山看水采光好 税费少,深业东岭 ,黄贝岭,2室2厅 | 55平米 | 东南 | 精装 | 高楼层(共41层) | 2017年建 | 板楼,420,76364
今日家园 4室2厅 680万,今日家园 ,布心,4室2厅 | 91.8平米 | 东南 | 精装 | 高楼层(共25层) | 2002年建 | 板塔结合,680,74075
此房满五，家庭唯一，税少，稀有偶数层在卖,槟城西岸 ,碧海,3室2厅 | 74.59平米 | 西南 西北 | 精装 | 高楼层(共30层) | 2008年建 | 板楼,780,104572
锦上花家园两房 中间楼层东南向 景观好 黄贝岭地铁口,锦上花家园 ,黄贝岭,2室2厅 | 58.23平米 | 东南 | 简装 | 中楼层(共32层) | 2003年建 | 板塔结合,335,57531
满五、家庭一套住宅，花园中间安静，全明户型,文汇花园 ,新安,3室1厅 | 78.1平米 | 南 北 | 简装 | 中楼层(共8层) | 1994年建 | 板塔结合,490,62741
满五唯一红本山语华庭靠宝安公园无遮挡长久性观赏山景,山语华庭 ,西乡,4室1厅 | 144.18平米 | 东南 | 简装 | 高楼层(共25层) | 2007年建 | 板塔结合,1080,74907
中海康城国际一期 3室1厅 446万,中海康城国际一期 ,大运新城,3室1厅 | 87.26平米 | 西南 | 精装 | 高楼层(共30层) | 2011年建 | 塔楼,446,51112
稀有东南朝向 中间楼层 满五唯一，红本在手，精装,招商果岭花园 ,西乡,3室1厅 | 86.21平米 | 东南 | 精装 | 中楼层(共30层) | 2012年建 | 塔楼,768,89085
阳光花园三房一厅电梯房，三房，朝南，采光好,阳光花园 ,布吉街,3室1厅 | 91.2平米 | 东南 | 简装 | 中楼层(共11层) | 2005年建 | 板塔结合,400,43860
此房为南北通三房，满五唯一，没抵押贷款.税费少,金运家园 ,布吉街,3室2厅 | 81.82平米 | 南 北 | 精装 | 高楼层(共11层) | 2003年建 | 板塔结合,370,45222
满五唯一，无增值税，1梯两户，地铁口出行方便,富通V都会 ,西乡,3室2厅 | 93.62平米 | 南 北 | 简装 | 中楼层(共11层) | 2014年建 | 板塔结合,650,69430
钰龙园南向一房诚心出售！看文体体育馆，风景优美,英达钰龙园 ,南头,1室1厅 | 41.56平米 | 东南 | 精装 | 中楼层(共30层) | 2004年建 | 塔楼,422,101540
圆梦园 业主诚心出售精装大四房 看房方便 价格可谈,圆梦园 ,福田保税区,4室2厅 | 133.47平米 | 南 | 精装 | 中楼层(共17层) | 2001年建 | 板塔结合,1260,94404
此房满五年唯一，税费极低，业主诚心出售,花果山小区 ,蛇口,2室1厅 | 65平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,630,96924
大芬桂芳园七期 满五年红本 带入户花园 朝花园视野好,桂芳园七期 ,布吉大芬,3室2厅 | 81.1平米 | 西北 | 精装 | 中楼层(共18层) | 2005年建 | 塔楼,420,51788
靠彩田公园，莲花山公园双公园物业。,翡翠名园 ,莲花,4室1厅 | 137.28平米 | 东 | 简装 | 低楼层(共11层) | 2000年建 | 板楼,990,72116
布吉丹竹头户型方正朝南三房 满五年家庭一套房,中城康桥花园二期 ,丹竹头,3室2厅 | 88.77平米 | 东南 | 简装 | 高楼层(共18层) | 2003年建 | 板楼,410,46187
正南向，安静，视野开阔，满五唯一，通风彩光佳,益田村 ,石厦,3室1厅 | 88.03平米 | 南 | 精装 | 高楼层(共32层) | 2002年建 | 板塔结合,756,85880
高层东南向，采光通风好，业主诚心放卖,英达钰龙园 ,南头,2室1厅 | 72.05平米 | 东 | 精装 | 高楼层(共31层) | 2004年建 | 塔楼,608,84386
满五唯一 朝南看花园 地铁口物业,怡龙枫景园 ,龙岗双龙,3室1厅 | 88.97平米 | 东南 | 精装 | 低楼层(共26层) | 2011年建 | 板塔结合,365,41026
九州家园 3室2厅 328万,九州家园 ,龙岗双龙,3室2厅 | 116.01平米 | 西南 | 精装 | 中楼层(共9层) | 2003年建 | 板楼,328,28274
（店长推荐）不受政测影响16区新小区四房，业主诚心卖,桃源居十六区 ,桃源居,3室2厅 | 120.17平米 | 东南 南 | 精装 | 高楼层(共17层) | 2009年建 | 板楼,760,63244
阳光华艺大厦 精装 高层500万,阳光华艺大厦 ,南山中心,1室1厅 | 38平米 | 北 | 精装 | 中楼层(共31层) | 2007年建 | 塔楼,500,131579
业主诚心卖  精装修   楼层佳  红本在手  已改四房,百花公寓一期 ,百花,4室2厅 | 106.54平米 | 西南 | 精装 | 高楼层(共32层) | 1995年建 | 塔楼,1720,161442
大户型三房 精装无忧 看房方便,龙园意境 ,布吉石芽岭,3室1厅 | 115.71平米 | 南 | 精装 | 高楼层(共32层) | 2008年建 | 板塔结合,460,39755
此房满5年朝南看花园实用率高户型好,叠翠新峰花园 ,龙岗双龙,3室2厅 | 100.01平米 | 南 | 简装 | 低楼层(共9层) | 2004年建 | 板塔结合,318,31797
朝南，居家三房，满五唯一，红本在手，看房方便。,龙华花半里花园 ,龙华中心,3室2厅 | 79平米 | 东南 | 精装 | 33层 | 2012年建 | 塔楼,488,61773
此房满五唯一，南北的，户型方正，近宝安体育馆,金景豪苑 ,翻身,4室2厅 | 128.62平米 | 西南 | 精装 | 中楼层(共10层) | 2002年建 | 板塔结合,748,58156
此房满五年 少量欠款 税费少 看房方便,勤诚达22世纪一期 ,新安,3室2厅 | 83.9平米 | 北 | 精装 | 高楼层(共26层) | 2013年建 | 塔楼,1250,148987
五区方厅 98平大三房 自己住 格局好,梅林一村五区 ,梅林,3室2厅 | 98.5平米 | 北 | 简装 | 低楼层(共18层) | 2003年建 | 板塔结合,780,79188
双地铁电梯三房两卫，看花园，双阳台,富通蟠龙居 ,西乡,3室2厅 | 98.52平米 | 东南 南 东北 | 精装 | 高楼层(共11层) | 2002年建 | 塔楼,698,70849
官龙名苑高楼层大一房一厅，视野好看山景，可免个税,官龙名苑 ,大学城,1室1厅 | 59.56平米 | 西 | 精装 | 高楼层(共30层) | 2011年建 | 塔楼,500,83949
晶品居 客厅出阳台 看花园 格局好二房,晶品居 ,科技园,2室1厅 | 74.15平米 | 东 | 简装 | 中楼层(共18层) | 2005年建 | 板塔结合,890,120027
下水径阳光花园三房，红本在手，户型方正,阳光花园 ,布吉街,3室1厅 | 91.61平米 | 南 | 简装 | 高楼层(共32层) | 2008年建 | 板塔结合,400,43664
万科四季花城七期 4室1厅 680万,万科四季花城七期 ,坂田,4室1厅 | 115.35平米 | 南 | 精装 | 低楼层(共3层) | 2003年建 | 板楼,680,58952
少有放卖户型 客厅出阳台 满五红本 视野开阔,祥云天都世纪大厦 ,新洲,2室1厅 | 75.94平米 | 南 | 简装 | 低楼层(共32层) | 2007年建 | 板塔结合,560,73743
简欧风格，保养好，拎包直接入住，看房方便,深房传麒尚林 ,龙岗双龙,3室2厅 | 89.3平米 | 北 | 精装 | 中楼层(共32层) | 2014年建 | 板楼,348,38970
业主诚心出售，满五唯一 海景房,栖游家园 ,蛇口,2室1厅 | 74.7平米 | 东南 | 精装 | 中楼层(共33层) | 2014年建 | 塔楼,866,115931
装修保养好 户型方正 厅出阳台近儿童公园和洪湖公园。,翠盈嘉园 ,洪湖,2室1厅 | 68.09平米 | 南 | 精装 | 中楼层(共34层) | 2002年建 | 塔楼,450,66089
万科金域华府一期复式，安静，保养好，诚意卖。,万科金域华府 ,梅林关,3室2厅 | 86.67平米 | 西北 | 精装 | 9层 | 2009年建 | 塔楼,800,92305
满五年，唯一物业，费用少，实用超高，诚心出售,华浩源四期景园 ,布吉石芽岭,2室2厅 | 71.51平米 | 北 | 精装 | 低楼层(共18层) | 2008年建 | 板楼,348,48665
旭源满5精装3房 实际可用大，南向看花园 自住 方便看,旭源瑞景轩 ,龙岗双龙,3室2厅 | 86.44平米 | 东南 | 精装 | 中楼层(共33层) | 2013年建 | 塔楼,335,38756
满五唯一红本在手，厅出阳台朝南采光通风都很好！,康达尔花园五期蝴蝶堡 ,布吉大芬,3室1厅 | 68.81平米 | 南 | 精装 | 中楼层(共34层) | 2009年建 | 板塔结合,405,58858
星桂园花园社区，东南朝向户型方正，厅出阳台，诚意售,星桂园 ,地王,2室1厅 | 58.24平米 | 东南 | 精装 | 高楼层(共20层) | 2004年建 | 板塔结合,425,72974
鸿荣源·壹成中心第六区 3室2厅 606万,鸿荣源·壹成中心第六区 ,龙华中心,3室2厅 | 75.15平米 | 东南 | 精装 | 低楼层(共44层) | 2017年建 | 塔楼,606,80639
公园围绕，朝南安静看小区，小高层实用两房,山水居 ,梅林,2室1厅 | 59.38平米 | 南 | 精装 | 低楼层(共10层) | 2000年建 | 板楼,545,91782
东方半岛94.57电梯三房两卫，费用少，业主诚心卖,东方半岛花园A区 ,布吉大芬,3室2厅 | 94.57平米 | 东 | 简装 | 低楼层(共12层) | 2001年建 | 板塔结合,365,38596
户型方正看花园和笔架山，四房实木装修,盛世鹏程 ,八卦岭,4室2厅 | 132.97平米 | 西北 | 精装 | 高楼层(共33层) | 2005年建 | 板塔结合,1450,109048
安静看小区 南北通透带双阳台 带精装修 双拼户型,万泽云顶香蜜湖 ,梅林,5室2厅 | 155.91平米 | 南 北 | 精装 | 低楼层(共27层) | 2011年建 | 塔楼,1750,112245
曼海宁北区中间.看空中泳池景观,潜龙曼海宁花园北区 ,上塘,5室2厅 | 142.98平米 | 南 | 精装 | 中楼层(共27层) | 2013年建 | 塔楼,1248,87285
新安高性价三房 精装修 建安 地铁口,泰华大厦 ,新安,3室2厅 | 112.7平米 | 东南 | 精装 | 中楼层(共26层) | 1996年建 | 板塔结合,580,51465
业主诚心卖，豪 宅税业主承担，价格您细品~,西海岸花园 ,翻身,3室2厅 | 104.96平米 | 东北 | 精装 | 中楼层(共11层) | 2000年建 | 板塔结合,778,74124
西乡地铁口，满五唯一，居家大三房，诚心出售,绿海名苑 ,西乡,3室1厅 | 80.01平米 | 西北 | 精装 | 中楼层(共8层) | 2005年建 | 板塔结合,580,72491
1号线固戍地铁口 万象新天精装三房 满5唯一 急售,万象新天 ,西乡,3室2厅 | 63.62平米 | 东北 | 精装 | 低楼层(共14层) | 2013年建 | 塔楼,650,102170
现代城华庭优质两房，满五唯一 视野采光好。,现代城华庭 ,南山中心,2室1厅 | 69.76平米 | 东南 | 精装 | 低楼层(共33层) | 2004年建 | 塔楼,650,93177
金地香蜜山 3室2厅 1080万,金地香蜜山 ,香蜜湖,3室2厅 | 121.53平米 | 西南 | 精装 | 中楼层(共18层) | 2004年建 | 板塔结合,1080,88867
